loan_status,loan_amnt,int_rate,installment,annual_inc,revol_bal,revol_util,total_acc,acc_open_past_24mths,total_pymnt,loss
1,24000,10.99,785.62,75000.0,19341.0,70.8,33.0,8.0,25388.39,-1388.3899999999994
0,6500,14.65,224.22,20000.0,5541.0,66.0,13.0,5.0,1546.33,4953.67
1,9650,13.18,325.99,60000.0,1259.0,28.0,27.0,0.0,10022.68193,-372.68193000000065
1,10000,9.99,322.63,25000.0,7964.0,40.2,24.0,3.0,10667.23,-667.2299999999996
0,23400,17.86,833.0390000000002,52000.0,23003.0,53.0,30.0,9.0,8658.48,14741.52
0,25000,8.18,785.49,128000.0,19075.0,77.9,27.0,3.0,8617.67,16382.33
1,25000,6.49,766.12,58000.0,37066.0,38.3,31.0,4.0,25440.5,-440.5
1,6500,12.69,218.05,40000.0,5758.0,45.3,15.0,9.0,7032.46,-532.46
1,10000,7.89,312.86,110000.0,9914.0,63.1,14.0,3.0,10651.37,-651.3700000000008
1,9450,13.66,321.43,45000.0,4331.0,43.0,19.0,5.0,11142.37,-1692.3700000000008
1,7200,9.99,232.29,33280.0,12123.0,69.7,37.0,4.0,7912.23,-712.2299999999996
1,7000,7.89,219.0,73000.0,2566.0,36.1,29.0,3.0,7397.990001,-397.9900010000001
1,6000,9.49,192.17,96000.0,6364.0,65.0,41.0,1.0,6619.670003,-619.6700030000002
1,30000,12.69,833.0390000000002,128000.0,37066.0,61.2,18.0,2.0,26131.192000000003,3868.8079999999973
1,35000,12.59,833.0390000000002,125000.0,37066.0,64.2,43.0,9.0,26131.192000000003,8868.807999999997
1,8000,11.53,263.93,55779.0,5380.0,79.0,18.0,3.0,8670.55,-670.5499999999993
1,13000,12.59,435.46,85000.0,17043.0,33.0,38.0,9.0,13947.657,-947.6569999999992
1,9000,9.17,286.92,45000.0,3785.0,12.9,22.0,6.0,9720.82,-720.8199999999997
0,5000,10.49,162.49,66000.0,5512.0,85.0,14.0,2.0,2271.95,2728.05
1,8000,15.99,281.22,28000.0,11024.0,32.7,14.0,9.0,8812.32,-812.3199999999997
1,5000,6.39,153.0,95000.0,6348.0,9.1,24.0,5.0,5253.489789,-253.4897890000002
1,20000,7.26,619.93,85000.0,36678.0,67.3,36.0,4.0,20702.48,-702.4799999999996
1,6300,6.49,193.07,44000.0,9697.0,77.0,30.0,2.0,6625.92,-325.9200000000001
1,8000,8.18,251.36,50000.0,5085.0,26.3,15.0,1.0,8433.57,-433.5699999999997
1,9600,9.99,309.72,24000.0,12934.0,24.0,23.0,9.0,10476.04,-876.0400000000009
1,22000,6.68,676.09,72000.0,9275.0,18.4,16.0,3.0,23779.0,-1779.0
1,4800,16.55,170.07,96000.0,37066.0,74.0,40.0,4.0,5635.16,-835.1599999999999
1,14000,5.32,421.61,75000.0,15821.0,59.3,29.0,1.0,14683.16,-683.1599999999999
1,16500,6.99,509.4,47500.0,23816.0,32.4,27.0,9.0,17583.02,-1083.0200000000004
1,7900,12.29,263.49,34600.0,5994.0,59.9,29.0,4.0,8723.97,-823.9699999999993
1,15000,6.89,462.41,38000.0,13349.0,75.8,14.0,0.0,15450.06,-450.0599999999995
1,25000,12.69,833.0390000000002,75000.0,37066.0,79.0,26.0,1.0,26131.192000000003,-1131.1920000000027
1,15000,7.26,464.95,64000.0,16362.0,77.5,13.0,2.0,16039.29,-1039.2900000000009
1,13050,11.53,430.53,103308.0,31108.0,80.4,19.0,3.0,13898.55,-848.5499999999993
1,20000,8.18,628.39,70000.0,15991.0,85.0,13.0,1.0,21693.34,-1693.3400000000001
0,4800,8.18,150.82,17000.0,4399.0,33.8,8.0,5.0,1103.56,3696.44
1,7750,13.99,264.84,116000.0,4153.0,42.0,32.0,9.0,8866.600001,-1116.6000010000007
1,10000,13.99,341.73,128000.0,37066.0,85.0,33.0,7.0,10675.16,-675.1599999999999
1,19000,12.29,633.71,60000.0,18637.0,53.1,28.0,9.0,21231.86001,-2231.8600100000003
1,18000,6.68,553.16,112000.0,17958.0,67.8,28.0,4.0,19331.58,-1331.5800000000017
1,8000,7.89,250.29,80000.0,5078.0,79.3,11.0,1.0,8775.68,-775.6800000000003
0,3000,12.29,100.06,18000.0,3279.0,18.0,11.0,6.0,595.24,2404.76
1,5600,9.17,178.53,46000.0,6000.0,35.1,24.0,8.0,5847.49,-247.48999999999978
1,9600,6.68,295.02,100000.0,8527.0,82.8,16.0,4.0,10142.2,-542.2000000000007
0,8000,17.86,288.66,19608.0,9060.0,85.0,13.0,5.0,4077.54,3922.46
1,10000,9.17,318.79,66732.0,17466.0,85.0,24.0,2.0,11145.64,-1145.6399999999994
1,29525,12.69,833.0390000000002,128000.0,37066.0,58.4,42.0,9.0,26131.192000000003,3393.8079999999973
1,29125,9.17,833.0390000000002,128000.0,23478.0,38.6,30.0,4.0,26131.192000000003,2993.8079999999973
0,18000,6.24,549.56,128000.0,37066.0,56.8,43.0,9.0,3291.12,14708.880000000001
1,6000,10.99,196.41,56000.0,6352.0,31.0,23.0,7.0,6448.96,-448.96000000000004
1,15000,7.26,464.95,128000.0,15091.0,53.1,43.0,9.0,16095.56,-1095.5599999999995
0,7200,14.99,249.56,74000.0,5432.0,45.6,12.0,8.0,2680.45,4519.55
1,13000,8.18,408.46,45000.0,11342.0,61.0,43.0,4.0,14086.37,-1086.3700000000008
1,20000,9.49,640.57,50000.0,27374.0,43.5,22.0,6.0,21747.94,-1747.9399999999987
1,7000,5.32,210.81,78000.0,14325.0,34.3,43.0,3.0,7195.69,-195.6899999999996
0,7000,12.39,233.81,25000.0,7076.0,18.2,10.0,3.0,3497.51,3502.49
1,10050,12.29,335.2,28766.0,14011.0,38.0,22.0,2.0,10866.9,-816.8999999999996
1,16000,7.89,500.58,110000.0,16156.0,57.9,23.0,6.0,17054.79,-1054.7900000000009
1,5000,7.89,156.43,31000.0,4575.0,50.3,15.0,2.0,5448.24,-448.2399999999998
1,15775,8.18,495.65,36000.0,21265.0,47.7,19.0,1.0,16192.53,-417.53000000000065
1,35000,13.99,833.0390000000002,85000.0,17771.0,34.8,24.0,6.0,26131.192000000003,8868.807999999997
1,8325,12.29,277.67,19956.0,13011.0,42.1,38.0,9.0,9211.88,-886.8799999999992
1,5500,11.53,181.45,36000.0,5257.0,82.1,22.0,6.0,6231.2,-731.1999999999998
1,15000,11.53,494.86,40000.0,12929.0,85.0,9.0,0.0,16933.58,-1933.5800000000017
1,12500,7.89,391.08,52000.0,14655.0,40.2,14.0,5.0,12780.58,-280.5799999999999
0,8000,12.29,266.83,21000.0,6680.0,55.2,15.0,5.0,1476.3,6523.7
1,5000,12.69,167.73,40000.0,2542.0,60.0,24.0,6.0,5444.13,-444.1300000000001
1,28000,6.68,833.0390000000002,92200.0,37066.0,45.7,33.0,3.0,26131.192000000003,1868.8079999999973
1,12000,8.18,377.04,47000.0,12056.0,57.1,31.0,2.0,12882.07,-882.0699999999997
1,12325,12.99,415.22,110000.0,12254.0,63.5,11.0,4.0,14054.38,-1729.3799999999992
1,4800,13.99,164.03,30000.0,3819.0,68.2,12.0,6.0,5413.33,-613.3299999999999
1,6000,11.53,197.95,65000.0,6309.0,47.0,38.0,5.0,6459.95,-459.9499999999998
1,6000,9.17,191.28,62000.0,20303.0,73.6,32.0,8.0,6447.85,-447.85000000000036
1,2200,15.61,76.93,80000.0,995.0,2.5,43.0,9.0,2289.18,-89.17999999999984
1,6000,12.29,200.12,49000.0,11344.0,54.0,20.0,7.0,6855.940001,-855.9400009999999
1,15000,7.49,466.53,62000.0,7484.0,43.3,24.0,1.0,16027.19,-1027.1900000000005
1,4900,7.89,153.3,60000.0,4514.0,16.1,14.0,5.0,5290.29,-390.28999999999996
1,6000,11.53,197.95,92000.0,20585.0,85.0,14.0,4.0,6645.85,-645.8500000000004
1,6000,13.33,203.12,45000.0,17655.0,44.7,43.0,9.0,6810.61,-810.6099999999997
1,12000,12.29,400.24,55000.0,13444.0,75.1,30.0,5.0,12382.44,-382.4400000000005
1,10000,8.18,314.2,54000.0,18463.0,57.5,28.0,7.0,10739.61,-739.6100000000006
1,17100,11.99,567.89,38000.0,7207.0,42.0,15.0,3.0,19588.64,-2488.6399999999994
1,8000,10.99,261.88,25000.0,6787.0,27.1,9.0,4.0,8917.19,-917.1900000000005
0,15600,7.89,488.06,100000.0,26734.0,51.4,28.0,7.0,962.44,14637.56
1,8000,7.26,247.97,65000.0,23722.0,85.0,17.0,5.0,8612.28,-612.2800000000007
1,12000,9.99,387.15,128000.0,14710.0,48.4,28.0,9.0,12530.15,-530.1499999999996
1,7600,6.24,232.04,72100.0,8888.0,53.9,39.0,0.0,8100.56,-500.5600000000004
1,14250,15.77,499.38,31000.0,26577.0,59.9,17.0,4.0,15473.38,-1223.3799999999992
1,20000,14.65,689.89,95000.0,21320.0,53.2,16.0,9.0,21075.48,-1075.4799999999996
1,10000,5.32,301.15,106000.0,9731.0,17.3,34.0,3.0,10505.45,-505.4500000000007
1,11000,13.33,372.39,67000.0,9530.0,85.0,16.0,5.0,12538.94,-1538.9400000000005
1,5000,5.32,150.58,65000.0,23127.0,35.4,16.0,0.0,5143.027296,-143.0272960000002
1,8000,9.99,258.1,52000.0,8922.0,84.2,22.0,2.0,8433.5,-433.5
1,6000,9.76,192.93,50000.0,6851.0,26.8,18.0,2.0,6006.73,-6.729999999999563
1,29375,7.89,833.0390000000002,92000.0,28194.0,18.3,36.0,5.0,26131.192000000003,3243.8079999999973
1,15000,10.99,491.01,67000.0,3199.0,41.0,10.0,1.0,15570.49,-570.4899999999998
1,35000,9.99,833.0390000000002,128000.0,37066.0,77.7,43.0,1.0,26131.192000000003,8868.807999999997
1,15000,10.99,491.01,84000.0,4793.0,32.4,21.0,5.0,15305.54,-305.5400000000009
1,35000,11.53,833.0390000000002,128000.0,20364.0,47.5,21.0,4.0,26131.192000000003,8868.807999999997
1,5000,10.99,163.67,56658.0,10304.0,35.8,22.0,5.0,5494.58,-494.5799999999999
1,20000,10.99,654.68,128000.0,23975.0,72.4,41.0,9.0,20459.44,-459.4399999999987
1,15000,7.26,464.95,75000.0,16662.0,85.0,29.0,0.0,15863.97,-863.9699999999993
1,7500,12.29,250.15,25000.0,3645.0,39.6,7.0,2.0,8222.36,-722.3600000000006
0,6200,12.29,206.79,41000.0,10156.0,80.6,20.0,4.0,2059.43,4140.57
1,18400,7.89,575.66,128000.0,18189.0,58.5,18.0,5.0,19518.93,-1118.9300000000003
1,28000,7.89,833.0390000000002,128000.0,37066.0,82.2,38.0,3.0,26131.192000000003,1868.8079999999973
1,20000,11.99,664.2,51200.0,34104.0,85.0,27.0,5.0,21571.16,-1571.1599999999999
0,20000,12.29,667.06,70000.0,17579.0,73.2,19.0,6.0,9992.24,10007.76
0,20000,12.69,670.9,92500.0,36585.0,85.0,30.0,4.0,8097.52,11902.48
1,14000,7.89,438.0,53000.0,12538.0,48.6,17.0,6.0,14760.4911,-760.4910999999993
1,9600,12.69,322.04,32000.0,12216.0,45.8,9.0,2.0,10742.31,-1142.3099999999995
1,5000,12.29,166.77,35000.0,5505.0,43.0,18.0,7.0,5748.4,-748.3999999999996
0,5600,14.65,193.17,34320.0,1874.0,37.5,8.0,5.0,1680.92,3919.08
1,7925,21.67,301.31,69352.0,4760.0,62.6,43.0,8.0,8044.27,-119.27000000000044
1,35000,14.65,833.0390000000002,95000.0,15437.0,42.1,25.0,6.0,26131.192000000003,8868.807999999997
1,30000,9.17,833.0390000000002,86500.0,37066.0,65.0,32.0,7.0,26131.192000000003,3868.8079999999973
1,6000,8.19,188.55,82000.0,15672.0,47.8,28.0,6.0,6448.14,-448.1400000000003
1,35000,6.89,833.0390000000002,128000.0,21967.0,37.9,22.0,6.0,26131.192000000003,8868.807999999997
0,30000,12.59,833.0390000000002,128000.0,37066.0,75.1,41.0,9.0,6092.11,23907.89
0,8400,7.89,262.8,80000.0,24347.0,85.0,25.0,2.0,1321.36,7078.64
1,15000,6.92,462.61,41790.0,14726.0,70.5,18.0,3.0,15874.35,-874.3500000000004
1,5000,11.53,164.96,41000.0,7400.0,24.3,14.0,7.0,5342.41,-342.40999999999985
1,12000,5.32,361.38,40000.0,10521.0,8.8,41.0,5.0,12513.99,-513.9899999999998
1,18600,12.69,623.94,115000.0,17.0,0.1,22.0,4.0,18744.24,-144.2400000000016
1,3000,13.66,102.04,15932.0,4498.0,73.7,14.0,3.0,3237.53,-237.5300000000002
1,10000,6.99,308.73,48000.0,21228.0,79.2,30.0,1.0,10800.74,-800.7399999999998
1,9300,5.93,282.63,71394.0,9264.0,36.8,17.0,1.0,9859.74,-559.7399999999998
1,15000,12.39,501.02,30132.0,17508.0,57.6,10.0,2.0,16105.01,-1105.0100000000002
1,12075,14.99,418.53,32000.0,18259.0,61.1,19.0,4.0,14327.64,-2252.6399999999994
0,8750,12.69,293.52,33000.0,24356.0,59.0,40.0,6.0,1702.27,7047.73
1,15000,9.17,478.19,84000.0,16795.0,29.0,43.0,9.0,15839.55,-839.5499999999993
1,26000,6.24,793.81,83000.0,33151.0,31.6,25.0,4.0,26131.192000000003,-131.19200000000274
0,25000,16.55,833.0390000000002,128000.0,11145.0,76.3,24.0,9.0,4515.58,20484.42
1,10000,5.93,303.91,128000.0,27981.0,21.0,19.0,7.0,10086.13,-86.1299999999992
1,8000,12.69,268.36,34000.0,14089.0,49.8,26.0,6.0,9153.3,-1153.2999999999993
1,9100,15.61,318.18,46000.0,18935.0,68.9,20.0,2.0,10868.54,-1768.5400000000009
1,30000,11.49,833.0390000000002,128000.0,24365.0,85.0,24.0,7.0,26131.192000000003,3868.8079999999973
1,10000,12.29,333.53,31200.0,6518.0,52.1,14.0,1.0,11370.45,-1370.4500000000007
1,10000,6.24,305.31,128000.0,5248.0,11.0,35.0,9.0,10593.74,-593.7399999999998
1,16000,11.53,527.85,68000.0,15440.0,66.6,12.0,0.0,16006.15,-6.149999999999636
1,29500,6.03,833.0390000000002,100000.0,37066.0,57.1,43.0,0.0,26131.192000000003,3368.8079999999973
1,7000,11.53,230.94,32600.0,3982.0,29.1,11.0,5.0,7245.037191,-245.03719100000035
1,5875,13.99,200.77,35000.0,8486.0,41.4,21.0,9.0,6570.76,-695.7600000000002
0,4625,19.99,171.86,55000.0,31848.0,55.1,33.0,5.0,2105.79,2519.21
0,13050,13.33,441.79,31087.0,20287.0,74.9,22.0,1.0,7942.56,5107.44
1,12000,5.32,361.38,60000.0,18807.0,41.2,43.0,4.0,12299.2,-299.2000000000007
1,5000,8.18,157.1,71000.0,7086.0,34.1,29.0,5.0,5257.48,-257.47999999999956
1,10000,12.29,333.53,41000.0,2204.0,38.7,14.0,6.0,10195.48,-195.47999999999956
1,2500,6.68,76.83,55801.0,3391.0,20.1,13.0,1.0,2593.94,-93.94000000000005
1,10800,14.99,374.34,57000.0,27690.0,37.4,29.0,4.0,12697.98,-1897.9799999999996
1,3450,9.17,109.99,55000.0,5255.0,43.8,16.0,5.0,3517.723794,-67.723794
1,15000,7.89,469.29,70000.0,31852.0,55.7,43.0,9.0,15495.71,-495.7099999999991
1,5000,11.53,164.96,26100.0,5005.0,47.7,11.0,5.0,5074.67,-74.67000000000007
1,18300,13.99,625.37,66500.0,6356.0,18.4,19.0,5.0,20516.27,-2216.2700000000004
0,22400,13.99,765.48,75000.0,33457.0,52.1,30.0,7.0,10016.43,12383.57
1,15000,7.89,469.29,66000.0,6733.0,39.6,9.0,0.0,15238.73,-238.72999999999956
0,3875,15.61,135.49,33000.0,17133.0,64.4,17.0,6.0,1761.75,2113.25
0,3000,8.67,94.94,42000.0,4319.0,18.8,21.0,3.0,1042.9,1957.1
1,21000,17.57,754.68,57300.0,32980.0,67.7,31.0,5.0,22102.62991,-1102.6299099999997
0,12000,9.49,384.34,41000.0,15027.0,38.1,20.0,5.0,4983.77,7016.23
0,35000,15.61,833.0390000000002,85000.0,7768.0,70.0,15.0,3.0,8505.68,26494.32
1,15125,10.99,495.11,56000.0,16960.0,23.0,30.0,6.0,15568.67,-443.6700000000001
1,10000,5.32,301.15,35000.0,13693.0,14.5,36.0,2.0,10109.55302,-109.55301999999938
1,6000,5.32,180.69,35000.0,5532.0,24.3,11.0,2.0,6083.62,-83.61999999999989
1,15500,8.18,487.01,60000.0,6668.0,38.3,29.0,4.0,16578.29,-1078.2900000000009
1,8500,18.25,308.37,42000.0,11303.0,30.7,25.0,6.0,8646.51,-146.51000000000022
1,10400,12.29,346.88,60000.0,28432.0,81.5,17.0,5.0,11502.46,-1102.4599999999991
1,8875,11.53,292.79,70000.0,3574.0,21.8,15.0,5.0,9390.82,-515.8199999999997
1,6000,6.24,183.19,42000.0,14201.0,41.3,19.0,4.0,6298.76,-298.7600000000002
1,17600,5.32,530.03,88000.0,12203.0,34.4,42.0,5.0,18305.08,-705.0800000000017
0,15000,9.99,483.94,40000.0,2658.0,25.6,33.0,4.0,3863.2,11136.8
1,14000,6.89,431.58,85000.0,21868.0,30.4,22.0,4.0,14673.37,-673.3700000000008
0,24000,11.99,797.03,57000.0,37066.0,78.1,30.0,3.0,7177.88,16822.12
1,8650,10.99,283.15,42000.0,10871.0,74.0,21.0,4.0,9439.4,-789.3999999999996
1,19000,7.89,594.43,128000.0,18343.0,67.9,26.0,5.0,20454.85,-1454.8499999999985
0,30000,7.89,833.0390000000002,128000.0,31770.0,36.6,14.0,1.0,10986.55,19013.45
1,10000,6.99,308.73,32000.0,29667.0,46.1,26.0,5.0,10721.01,-721.0100000000002
1,12000,13.99,410.08,56791.0,22356.0,75.8,10.0,3.0,13463.89,-1463.8899999999994
1,4000,12.29,133.42,36000.0,4104.0,13.2,21.0,3.0,4267.23,-267.22999999999956
1,6050,14.65,208.69,29496.0,7322.0,51.0,12.0,6.0,6099.25,-49.25
1,16000,7.26,495.94,120000.0,6341.0,13.4,34.0,5.0,16193.94,-193.9400000000005
1,4800,13.33,162.5,65000.0,10674.0,85.0,33.0,5.0,5023.04,-223.03999999999996
1,8400,8.18,263.93,100000.0,10307.0,47.2,11.0,4.0,8711.740001,-311.7400010000001
1,23900,8.19,751.04,48000.0,37066.0,70.0,26.0,6.0,24413.46,-513.4599999999991
1,15000,6.92,462.61,67000.0,18487.0,36.4,31.0,4.0,15348.02,-348.02000000000044
1,16000,8.18,502.72,60000.0,8158.0,58.3,16.0,1.0,17336.16,-1336.1599999999999
1,18000,10.99,589.22,61000.0,25776.0,51.3,21.0,5.0,18017.81,-17.81000000000131
1,6525,20.99,245.8,34000.0,14142.0,82.7,30.0,4.0,7239.94,-714.9399999999996
1,20500,9.17,653.52,107000.0,12556.0,68.0,22.0,5.0,21703.79,-1203.7900000000009
1,16000,17.57,575.0,75000.0,13535.0,41.5,27.0,7.0,18995.27,-2995.2700000000004
1,4000,7.89,125.15,106000.0,3308.0,30.3,32.0,4.0,4305.52,-305.52000000000044
1,16000,8.18,502.72,64000.0,13707.0,45.1,27.0,5.0,16834.84,-834.8400000000001
1,25000,6.92,771.02,93000.0,18769.0,33.8,37.0,9.0,26131.192000000003,-1131.1920000000027
1,8000,7.89,250.29,50000.0,6321.0,82.1,12.0,4.0,8587.51,-587.5100000000002
0,35000,15.61,833.0390000000002,80000.0,37066.0,85.0,27.0,6.0,14316.83,20683.17
0,10750,11.53,354.65,50000.0,16910.0,32.1,20.0,7.0,2468.78,8281.22
0,29350,17.57,833.0390000000002,60000.0,9113.0,35.7,23.0,5.0,13658.9,15691.1
0,16000,15.61,559.44,108000.0,11700.0,85.0,7.0,5.0,5007.21,10992.79
1,8000,8.18,251.36,80000.0,13093.0,85.0,20.0,2.0,8473.19,-473.1900000000005
0,8000,6.49,245.16,72000.0,22644.0,53.9,18.0,2.0,2646.35,5353.65
1,8400,12.99,282.99,53000.0,8823.0,36.5,11.0,5.0,9642.250002,-1242.2500020000007
0,16000,9.17,510.07,55000.0,14676.0,78.9,23.0,3.0,5617.72,10382.279999999999
1,10000,7.26,309.97,85000.0,7091.0,22.5,15.0,4.0,10360.56624,-360.5662400000001
1,13000,9.17,414.43,102000.0,37066.0,81.0,43.0,7.0,14089.2,-1089.2000000000007
1,6000,8.18,188.52,40000.0,2472.0,24.0,35.0,6.0,6038.1,-38.100000000000364
1,5000,6.89,154.14,75000.0,5721.0,22.2,29.0,2.0,5082.06,-82.0600000000004
0,30000,12.39,833.0390000000002,128000.0,37066.0,54.9,31.0,6.0,16058.61,13941.39
1,16000,6.89,493.23,88600.0,18234.0,76.0,10.0,1.0,16438.38,-438.380000000001
1,11000,6.92,339.25,48000.0,15181.0,22.4,42.0,9.0,11837.41,-837.4099999999999
1,12700,7.89,397.33,50000.0,16868.0,22.4,41.0,6.0,13206.73,-506.72999999999956
0,20000,9.99,645.25,74000.0,19802.0,85.0,16.0,3.0,2569.9,17430.1
1,25000,9.99,806.57,128000.0,33671.0,58.6,41.0,9.0,26131.192000000003,-1131.1920000000027
1,8325,18.84,304.49,65000.0,3465.0,32.1,14.0,8.0,8438.28,-113.28000000000065
1,35000,16.55,833.0390000000002,128000.0,37066.0,85.0,20.0,1.0,26131.192000000003,8868.807999999997
1,5000,9.17,159.4,41500.0,2909.0,17.0,21.0,6.0,5300.25,-300.25
1,15000,11.53,494.86,128000.0,37066.0,68.6,28.0,5.0,16519.76,-1519.7599999999984
1,20000,10.99,654.68,108000.0,8780.0,34.2,14.0,7.0,22339.64,-2339.6399999999994
1,18000,5.32,542.07,128000.0,37066.0,59.2,17.0,1.0,18630.91,-630.9099999999999
1,18000,9.17,573.83,45000.0,0.0,0.0,16.0,2.0,19923.8,-1923.7999999999993
0,3500,12.29,116.74,10000.0,4931.0,24.4,32.0,8.0,1551.67,1948.33
1,22775,9.17,726.05,55000.0,12367.0,38.4,28.0,2.0,23016.4,-241.40000000000146
1,9800,9.17,312.42,36000.0,9449.0,69.0,18.0,1.0,10020.78,-220.78000000000065
0,12000,9.99,387.15,35000.0,3977.0,35.2,23.0,6.0,5026.29,6973.71
1,20000,8.18,628.39,128000.0,33975.0,85.0,23.0,6.0,21542.16,-1542.1599999999999
1,14500,9.49,464.41,103000.0,16597.0,85.0,29.0,3.0,15915.97,-1415.9699999999993
1,7325,11.53,241.66,33500.0,7280.0,85.0,20.0,2.0,7866.66,-541.6599999999999
1,24000,12.29,800.48,128000.0,25488.0,26.3,43.0,9.0,25977.39,-1977.3899999999994
1,12000,6.89,369.93,40000.0,13491.0,43.5,21.0,4.0,12655.37,-655.3700000000008
1,6700,13.67,227.92,29664.0,3428.0,70.0,27.0,6.0,7348.34,-648.3400000000001
1,27000,6.89,832.33,60732.0,28101.0,61.1,43.0,1.0,26131.192000000003,868.8079999999973
1,35000,7.89,833.0390000000002,100000.0,37066.0,79.3,16.0,1.0,26131.192000000003,8868.807999999997
1,8000,8.18,251.36,42384.0,34277.0,59.8,43.0,4.0,8666.14,-666.1399999999994
1,24000,5.32,722.76,128000.0,28750.0,85.0,23.0,2.0,25157.04,-1157.0400000000009
1,19350,10.99,633.41,45000.0,19039.0,55.5,20.0,1.0,20144.7,-794.7000000000007
1,4550,13.18,153.71,22000.0,3632.0,39.0,9.0,6.0,4682.94,-132.9399999999996
1,10000,11.53,329.91,53000.0,9518.0,82.1,20.0,2.0,11487.28,-1487.2800000000007
0,6000,11.44,197.69,70000.0,4493.0,34.6,13.0,3.0,3155.41,2844.59
1,24000,10.99,785.62,107000.0,33794.0,54.1,14.0,5.0,26131.192000000003,-2131.1920000000027
0,20000,12.39,668.02,45000.0,18245.0,68.8,25.0,3.0,10056.26,9943.74
1,5000,6.68,153.66,114500.0,23658.0,24.1,24.0,5.0,5183.99,-183.98999999999978
1,6400,10.99,209.5,55000.0,11836.0,56.9,43.0,3.0,7013.85,-613.8500000000004
1,2600,12.69,87.22,56000.0,28074.0,85.0,39.0,6.0,2715.19,-115.19000000000005
1,15000,11.53,494.86,100000.0,16899.0,63.8,36.0,5.0,15879.29,-879.2900000000009
1,8000,6.89,246.62,75000.0,9491.0,8.3,43.0,9.0,8469.5,-469.5
1,9675,12.29,322.7,32000.0,14876.0,85.0,9.0,1.0,10110.77,-435.77000000000044
1,3200,7.89,100.12,96000.0,37066.0,85.0,11.0,3.0,3321.15,-121.15000000000009
0,9775,16.55,346.33,23292.0,12392.0,85.0,37.0,3.0,1742.75,8032.25
1,12000,12.69,402.54,37000.0,12048.0,82.0,15.0,6.0,12337.38,-337.3799999999992
0,3600,12.69,120.77,30000.0,18007.0,60.0,26.0,3.0,597.51,3002.49
1,15000,11.99,498.15,75000.0,19397.0,67.6,11.0,2.0,16946.31,-1946.3100000000013
1,26400,7.89,825.95,95000.0,21630.0,73.8,11.0,2.0,26131.192000000003,268.80799999999726
1,20000,10.99,654.68,111000.0,7400.0,40.7,43.0,9.0,21866.35,-1866.3499999999985
0,8400,12.69,281.78,47000.0,9137.0,80.1,17.0,3.0,1754.1,6645.9
1,9000,9.99,290.37,58384.0,3350.0,20.3,37.0,3.0,9450.18,-450.1800000000003
1,7000,11.53,230.94,85000.0,7062.0,29.4,18.0,9.0,7437.6,-437.60000000000036
1,8000,6.68,245.85,33000.0,9510.0,64.3,15.0,2.0,8491.66,-491.65999999999985
1,4125,12.29,137.59,57000.0,7123.0,80.0,22.0,2.0,4727.820001,-602.820001
1,35000,7.89,833.0390000000002,128000.0,37066.0,63.7,25.0,3.0,26131.192000000003,8868.807999999997
1,16000,7.89,500.58,87000.0,19489.0,58.4,24.0,5.0,16779.0,-779.0
1,20000,12.69,670.9,120000.0,34614.0,74.1,21.0,4.0,22513.04,-2513.040000000001
1,7000,11.53,230.94,63000.0,6370.0,28.7,37.0,6.0,7730.16,-730.1599999999999
1,15000,9.17,478.19,125000.0,20273.0,69.9,37.0,4.0,15749.4,-749.3999999999996
1,10000,8.18,314.2,36000.0,16874.0,60.7,14.0,6.0,10755.06,-755.0599999999995
1,5600,11.53,184.75,39000.0,6396.0,38.5,13.0,3.0,5963.2,-363.1999999999998
1,1600,16.55,56.69,54000.0,622.0,18.8,17.0,6.0,1818.27,-218.26999999999998
0,18775,14.65,647.63,80300.0,12310.0,76.5,13.0,2.0,7756.28,11018.720000000001
1,9925,14.65,342.36,55000.0,6842.0,76.0,17.0,7.0,11204.86,-1279.8600000000006
1,16600,9.17,529.19,60000.0,20665.0,74.9,24.0,7.0,17410.51,-810.5099999999984
1,21000,5.93,638.2,128000.0,24252.0,69.5,29.0,3.0,21787.0,-787.0
1,12000,11.53,395.89,128000.0,11561.0,85.0,6.0,1.0,13401.4,-1401.3999999999996
1,11300,6.24,345.0,30000.0,11363.0,41.9,27.0,2.0,11433.37,-133.3700000000008
1,24000,6.03,730.46,52000.0,26697.0,31.8,29.0,7.0,25361.26002,-1361.2600200000015
0,15000,12.29,500.3,43000.0,6011.0,46.2,11.0,2.0,4492.46,10507.54
1,20000,11.22,656.86,120000.0,25006.0,48.5,19.0,5.0,21233.59,-1233.5900000000001
1,6000,8.67,189.88,38000.0,5634.0,34.1,20.0,3.0,6018.79,-18.789999999999964
0,35000,12.29,833.0390000000002,88500.0,15705.0,16.9,43.0,9.0,8198.4,26801.6
1,24000,14.99,831.86,53700.0,9332.0,74.1,22.0,1.0,25266.27,-1266.2700000000004
1,15000,9.17,478.19,80000.0,14815.0,68.6,19.0,4.0,16238.3,-1238.2999999999993
1,20000,7.89,625.72,84000.0,15329.0,55.9,18.0,5.0,21707.63,-1707.630000000001
1,10000,8.18,314.2,57000.0,10573.0,32.9,32.0,7.0,10504.99,-504.9899999999998
1,12800,5.93,389.0,110000.0,5487.0,25.1,15.0,1.0,13119.76,-319.7600000000002
1,35000,8.18,833.0390000000002,117000.0,32499.0,49.8,43.0,2.0,26131.192000000003,8868.807999999997
0,15000,12.69,503.18,50000.0,10070.0,61.4,17.0,3.0,5249.47,9750.529999999999
