loan_status,loan_amnt,int_rate,installment,annual_inc,revol_bal,revol_util,total_acc,acc_open_past_24mths,total_pymnt,loss
0,15000,9.99,483.94,50000.0,11907.0,45.8,29.0,3.0,3379.26,11620.74
1,22000,6.03,669.59,120000.0,37066.0,38.6,24.0,5.0,23066.56,-1066.5600000000013
1,13250,15.61,463.29,35000.0,5371.0,44.4,19.0,6.0,14107.86,-857.8600000000006
1,7800,6.49,239.03,101000.0,20502.0,30.1,29.0,6.0,8190.25,-390.25
1,12000,6.24,366.37,35000.0,6298.0,32.5,13.0,2.0,12796.11,-796.1100000000006
1,8400,11.53,277.12,90000.0,9137.0,43.5,20.0,8.0,9422.160003,-1022.1600030000009
1,8400,10.99,274.97,33000.0,4895.0,61.0,25.0,3.0,9253.840003,-853.8400029999993
1,12200,6.03,371.32,128000.0,12202.0,85.0,21.0,1.0,12970.98,-770.9799999999996
1,15000,7.49,466.53,56000.0,5356.0,44.3,22.0,4.0,15562.81,-562.8099999999995
1,15000,10.99,491.01,80000.0,17126.0,49.2,29.0,9.0,15571.37,-571.3700000000008
1,20000,5.32,602.3,59940.0,22620.0,45.1,34.0,4.0,20821.33,-821.3300000000017
1,28000,6.92,833.0390000000002,128000.0,13746.0,53.9,17.0,4.0,26131.192000000003,1868.8079999999973
0,7200,15.61,251.75,42000.0,5783.0,43.8,40.0,9.0,2029.25,5170.75
1,24000,7.89,750.86,100000.0,37066.0,45.8,21.0,0.0,24445.51,-445.5099999999984
1,9800,14.65,338.05,51000.0,5446.0,53.4,16.0,6.0,10409.68,-609.6800000000003
1,8000,9.17,255.04,58000.0,7269.0,38.7,9.0,4.0,8731.06,-731.0599999999995
1,13825,10.99,452.55,38600.0,13942.0,85.0,23.0,1.0,15634.77,-1809.7700000000004
0,11200,13.99,382.74,30000.0,12064.0,61.2,18.0,8.0,1965.82,9234.18
1,12500,8.19,392.81,47000.0,8601.0,20.3,43.0,9.0,13693.68,-1193.6800000000003
1,12000,5.32,361.38,45000.0,11479.0,39.6,11.0,2.0,12571.16,-571.1599999999999
1,15000,8.18,471.3,63000.0,11548.0,58.3,33.0,2.0,16321.77,-1321.7700000000004
1,8275,17.86,298.59,23000.0,929.0,8.7,11.0,6.0,9132.29,-857.2900000000009
1,10000,12.29,333.53,65000.0,8293.0,44.6,15.0,4.0,11178.94,-1178.9400000000005
0,20000,7.89,625.72,90000.0,18527.0,62.8,18.0,4.0,10053.03,9946.97
1,35000,16.99,833.0390000000002,89500.0,25297.0,71.5,42.0,9.0,26131.192000000003,8868.807999999997
1,24350,11.53,803.32,65000.0,23156.0,83.6,39.0,1.0,26131.192000000003,-1781.1920000000027
1,8000,12.29,266.83,75000.0,13769.0,74.0,16.0,2.0,8586.79,-586.7900000000009
1,6000,9.17,191.28,27500.0,7559.0,24.5,15.0,0.0,6480.551534,-480.5515340000002
1,11300,9.99,364.57,35600.0,6425.0,58.9,10.0,1.0,12668.83,-1368.83
1,21600,8.18,678.67,56000.0,7302.0,54.1,25.0,5.0,22916.06,-1316.0600000000013
1,5000,6.89,154.14,36000.0,8514.0,19.8,18.0,5.0,5323.44,-323.4399999999996
0,24000,9.99,774.3,128000.0,37066.0,85.0,33.0,4.0,3888.1,20111.9
1,5175,16.99,184.48,24000.0,15313.0,74.7,20.0,9.0,5524.3,-349.3000000000002
1,8000,13.99,273.39,59219.0,9238.0,85.0,24.0,6.0,8662.58,-662.5799999999999
0,8000,16.99,285.19,18200.0,9571.0,52.9,15.0,3.0,1125.66,6874.34
1,10000,11.53,329.91,50000.0,12748.0,56.2,20.0,7.0,11241.21,-1241.2099999999991
1,10000,12.69,335.45,65000.0,18508.0,60.0,31.0,8.0,11457.65,-1457.6499999999996
1,12000,13.99,410.08,52000.0,915.0,9.2,38.0,9.0,12180.72,-180.71999999999935
1,8000,11.53,263.93,65000.0,10127.0,68.0,17.0,4.0,8686.37,-686.3700000000008
1,5000,8.18,157.1,32500.0,6951.0,31.6,30.0,4.0,5459.55,-459.5500000000002
1,8000,13.99,273.39,75000.0,24162.0,64.8,43.0,5.0,8959.69,-959.6900000000005
1,16000,6.68,491.7,51000.0,16330.0,55.5,22.0,2.0,16847.1,-847.0999999999985
1,10000,6.99,308.73,40000.0,9906.0,52.1,28.0,9.0,10862.34,-862.3400000000001
1,2400,6.89,73.99,20000.0,5972.0,85.0,9.0,1.0,2495.38,-95.38000000000011
1,8000,13.66,272.11,40000.0,13915.0,47.7,41.0,8.0,9397.06,-1397.0599999999995
1,21000,7.89,657.0,125000.0,37066.0,22.7,23.0,3.0,22757.27,-1757.2700000000004
1,15400,13.33,521.34,35000.0,19160.0,68.2,25.0,5.0,16261.62,-861.6200000000008
1,8000,9.17,255.04,90000.0,15987.0,48.0,38.0,6.0,8457.55,-457.5499999999993
0,9600,15.61,335.67,65000.0,14517.0,62.8,23.0,9.0,3455.46,6144.54
1,4000,11.53,131.97,27000.0,5252.0,79.6,22.0,5.0,4120.57,-120.56999999999971
1,4000,18.2,145.02,10000.0,2597.0,72.1,8.0,5.0,4002.33,-2.3299999999999272
1,8000,7.26,247.97,102000.0,7627.0,37.9,18.0,6.0,8327.21,-327.2099999999991
1,20000,9.17,637.58,72227.0,8737.0,84.8,22.0,3.0,21651.07,-1651.0699999999997
1,9000,9.17,286.92,53500.0,19186.0,79.9,12.0,4.0,9825.440002,-825.4400019999994
1,4500,7.89,140.79,128000.0,11253.0,37.0,19.0,3.0,4864.88,-364.8800000000001
0,6000,10.99,196.41,37000.0,14194.0,54.6,16.0,6.0,2441.5,3558.5
0,20900,12.69,701.09,70000.0,34723.0,70.7,31.0,3.0,3525.77,17374.23
1,2100,6.49,64.36,50000.0,958.0,39.9,25.0,3.0,2161.6,-61.59999999999991
1,7200,8.19,226.26,31000.0,4425.0,19.8,13.0,4.0,7942.02,-742.0200000000004
1,3600,14.65,124.18,30000.0,3053.0,7.5,27.0,9.0,3889.87,-289.8699999999999
1,6500,9.17,207.22,31000.0,6317.0,83.1,18.0,4.0,6861.16,-361.15999999999985
1,11850,16.99,422.43,53666.0,9077.0,74.4,22.0,3.0,12082.85,-232.85000000000036
1,8500,16.55,301.15,32500.0,5936.0,85.0,9.0,2.0,8926.98,-426.97999999999956
1,3600,9.17,114.77,35000.0,11330.0,20.7,35.0,7.0,3648.9,-48.90000000000009
0,10000,12.69,335.45,60000.0,24627.0,85.0,24.0,3.0,3759.33,6240.67
1,15000,5.32,451.73,109119.0,37066.0,10.8,28.0,2.0,15589.35,-589.3500000000004
1,13000,7.89,406.72,67500.0,16275.0,57.9,25.0,8.0,13971.77,-971.7700000000004
1,6075,17.57,218.32,39000.0,6453.0,52.5,24.0,9.0,6823.31,-748.3100000000004
1,15000,11.44,494.22,75000.0,12969.0,66.7,43.0,5.0,16929.42001,-1929.4200100000016
1,10000,12.69,335.45,62000.0,2446.0,27.2,23.0,4.0,11108.32,-1108.3199999999997
1,5000,6.89,154.14,20000.0,5716.0,25.4,28.0,1.0,5215.72,-215.72000000000025
1,13000,13.33,440.1,36000.0,11628.0,47.3,11.0,2.0,14870.37,-1870.3700000000008
0,17000,12.69,570.27,73000.0,16750.0,71.6,12.0,3.0,2257.11,14742.89
1,10000,8.18,314.2,56000.0,4250.0,37.3,27.0,5.0,10568.68,-568.6800000000003
0,6000,9.49,192.17,50000.0,10985.0,44.5,24.0,9.0,2430.28,3569.72
1,9500,6.99,293.29,40000.0,9272.0,74.2,27.0,4.0,10172.41,-672.4099999999999
1,12000,6.39,367.19,67000.0,17538.0,44.7,43.0,7.0,12556.12,-556.1200000000008
1,16000,6.49,490.32,55000.0,9621.0,26.9,28.0,3.0,17020.9,-1020.9000000000015
1,35000,9.99,833.0390000000002,85000.0,37066.0,60.4,30.0,5.0,26131.192000000003,8868.807999999997
0,7500,8.19,235.69,37500.0,8393.0,85.0,8.0,1.0,2585.77,4914.23
1,8950,11.53,295.27,75000.0,3793.0,44.6,13.0,9.0,10188.89,-1238.8899999999994
1,21000,9.17,669.46,70000.0,9504.0,67.4,30.0,5.0,21504.67,-504.66999999999825
1,18000,8.19,565.64,128000.0,37066.0,82.3,7.0,1.0,19577.94,-1577.9399999999987
1,21000,10.99,687.42,95000.0,37066.0,54.2,39.0,3.0,21518.43,-518.4300000000003
1,5000,11.49,164.86,25000.0,5876.0,44.9,9.0,3.0,5108.1,-108.10000000000036
0,6000,6.68,184.39,100000.0,27470.0,62.9,38.0,5.0,2594.81,3405.19
1,35000,11.53,833.0390000000002,128000.0,37066.0,61.1,43.0,9.0,26131.192000000003,8868.807999999997
1,20800,6.24,635.05,56500.0,27255.0,49.8,18.0,3.0,21748.46,-948.4599999999991
1,8775,17.86,316.63,39665.0,23661.0,65.7,15.0,2.0,10105.55,-1330.5499999999993
1,35000,10.99,833.0390000000002,128000.0,37066.0,85.0,42.0,9.0,26131.192000000003,8868.807999999997
1,6000,10.99,196.41,35000.0,7529.0,38.6,19.0,5.0,6440.3,-440.3000000000002
1,7000,10.99,229.14,48000.0,6515.0,9.3,23.0,4.0,7487.22,-487.22000000000025
1,16000,10.99,523.75,90000.0,6649.0,29.0,12.0,2.0,16962.58,-962.5800000000017
1,1200,9.99,38.72,25000.0,1618.0,19.7,20.0,4.0,1262.09,-62.08999999999992
1,16000,9.99,516.2,55000.0,9465.0,26.1,28.0,9.0,17087.82,-1087.8199999999997
1,12000,11.53,395.89,90000.0,11058.0,42.4,14.0,2.0,13155.24,-1155.2399999999998
1,12975,16.55,459.7,80000.0,10955.0,49.0,36.0,9.0,15264.73,-2289.7299999999996
1,7825,7.89,244.82,70000.0,6527.0,59.9,9.0,0.0,8382.88,-557.8799999999992
1,20000,7.89,625.72,128000.0,16529.0,42.5,29.0,2.0,20979.02,-979.0200000000004
1,10000,10.99,327.34,55000.0,8830.0,54.2,15.0,6.0,10812.83,-812.8299999999999
1,12000,7.26,371.96,50000.0,11912.0,38.7,23.0,4.0,12346.47,-346.46999999999935
1,32000,12.29,833.0390000000002,77000.0,27585.0,30.0,37.0,9.0,26131.192000000003,5868.807999999997
1,7000,5.32,210.81,65000.0,4673.0,85.0,19.0,0.0,7090.55,-90.55000000000018
1,35000,12.59,833.0390000000002,94000.0,31827.0,83.5,30.0,3.0,26131.192000000003,8868.807999999997
1,7200,13.67,244.93,45115.2,16564.0,75.0,32.0,9.0,7424.32,-224.3199999999997
0,20000,10.49,649.96,90000.0,26859.0,60.0,28.0,9.0,9087.78,10912.22
1,12000,8.67,379.76,65000.0,4588.0,31.2,28.0,5.0,13368.69,-1368.6900000000005
1,10000,9.17,318.79,101500.0,272.0,19.4,30.0,3.0,10959.34,-959.3400000000001
1,6925,9.99,223.42,60000.0,37066.0,24.7,28.0,7.0,7544.85,-619.8500000000004
1,30000,8.18,833.0390000000002,96000.0,22059.0,48.1,35.0,7.0,26131.192000000003,3868.8079999999973
1,25000,9.17,796.98,120000.0,25018.0,37.6,43.0,3.0,25265.3,-265.2999999999993
1,8000,13.33,270.83,50000.0,7780.0,41.8,17.0,8.0,8132.16,-132.15999999999985
1,12000,7.26,371.96,77000.0,10205.0,85.0,19.0,1.0,12462.90123,-462.9012299999995
1,10075,8.18,316.56,47001.0,6218.0,80.8,11.0,4.0,11110.27,-1035.2700000000004
0,12500,15.61,437.06,43500.0,12204.0,41.8,20.0,6.0,3565.02,8934.98
0,8000,9.99,258.1,45000.0,9496.0,70.9,9.0,3.0,2834.66,5165.34
1,4000,9.8,128.7,105000.0,1564.0,8.1,20.0,4.0,4078.96,-78.96000000000004
1,19200,7.26,595.13,48000.0,16176.0,52.0,16.0,3.0,20082.58,-882.5800000000017
1,10800,9.76,347.27,62000.0,8292.0,35.3,42.0,9.0,11671.16,-871.1599999999999
1,10000,8.19,314.25,43838.0,10072.0,52.2,20.0,0.0,10980.41,-980.4099999999999
1,24000,8.18,754.07,103000.0,37066.0,44.3,43.0,9.0,24634.65,-634.6500000000015
1,11000,6.68,338.05,80000.0,19145.0,68.1,28.0,2.0,11173.78,-173.78000000000065
1,11000,9.17,350.67,41000.0,11997.0,41.7,18.0,5.0,11820.59,-820.5900000000001
0,9025,15.61,315.56,24000.0,12568.0,78.5,9.0,4.0,3771.07,5253.93
1,21600,9.99,696.87,105000.0,36316.0,79.5,22.0,5.0,23909.42,-2309.4199999999983
1,8400,13.33,284.37,50000.0,8564.0,46.3,24.0,3.0,9158.710002,-758.7100019999998
0,15000,11.53,494.86,38300.0,12943.0,60.8,33.0,4.0,3997.31,11002.69
1,20000,13.33,677.07,70000.0,14072.0,35.2,22.0,9.0,20243.21,-243.20999999999913
1,3100,13.18,104.73,100000.0,3804.0,46.0,14.0,4.0,3184.09,-84.09000000000015
0,10000,11.53,329.91,38000.0,9745.0,55.1,17.0,6.0,1973.05,8026.95
1,7200,13.99,246.05,50000.0,3734.0,74.7,30.0,2.0,8097.86,-897.8599999999997
1,8000,15.59,279.64,54000.0,16877.0,74.3,35.0,9.0,9042.38,-1042.3799999999992
1,30000,7.49,833.0390000000002,128000.0,31015.0,32.5,31.0,5.0,26131.192000000003,3868.8079999999973
1,6500,12.69,218.05,55000.0,7320.0,24.7,25.0,7.0,6982.21,-482.21000000000004
1,20000,6.92,616.82,85000.0,17289.0,85.0,29.0,0.0,21489.05,-1489.0499999999993
1,15000,6.24,457.97,89000.0,5196.0,14.7,43.0,9.0,15551.0,-551.0
1,5000,13.99,170.87,30000.0,6990.0,71.3,13.0,2.0,5607.19,-607.1899999999996
1,15000,7.26,464.95,100000.0,12117.0,80.8,16.0,2.0,15725.96,-725.9599999999991
1,5800,7.26,179.78,68000.0,29963.0,55.6,26.0,5.0,6157.27,-357.27000000000044
0,5000,12.69,167.73,40000.0,4783.0,71.4,10.0,2.0,1493.8,3506.2
1,21000,9.99,677.52,120000.0,37066.0,44.0,18.0,4.0,22900.02,-1900.0200000000004
1,7500,9.99,241.97,35000.0,18001.0,33.8,36.0,9.0,8162.79,-662.79
1,30000,10.99,833.0390000000002,105000.0,35671.0,54.9,11.0,2.0,26131.192000000003,3868.8079999999973
0,12000,8.18,377.04,32000.0,19868.0,21.7,23.0,8.0,3387.91,8612.09
1,10400,12.69,348.87,110000.0,16323.0,77.4,15.0,9.0,11272.36,-872.3600000000006
1,10000,15.61,349.65,85000.0,14837.0,65.4,35.0,4.0,11396.88,-1396.8799999999992
1,5100,12.29,170.11,52639.0,5839.0,72.1,8.0,5.0,5653.15,-553.1499999999996
1,10000,6.89,308.27,60000.0,8122.0,25.9,24.0,4.0,10005.89,-5.889999999999418
1,12000,5.32,361.38,60000.0,9767.0,33.4,39.0,2.0,12539.55,-539.5499999999993
1,15000,16.49,531.0,70000.0,15804.0,68.4,21.0,7.0,15796.26,-796.2600000000002
1,17600,10.99,576.12,79000.0,11103.0,64.2,26.0,7.0,18651.65,-1051.6500000000015
1,24000,12.99,808.54,125000.0,29535.0,78.6,15.0,3.0,26131.192000000003,-2131.1920000000027
1,12000,13.33,406.24,30000.0,7757.0,41.7,18.0,3.0,12344.95,-344.9500000000007
1,10000,10.99,327.34,93600.0,7120.0,80.9,22.0,6.0,10689.57,-689.5699999999997
1,4500,14.65,155.23,25000.0,20406.0,54.3,23.0,5.0,5006.42,-506.4200000000001
0,33050,10.99,833.0390000000002,67000.0,37066.0,41.8,43.0,5.0,10573.09,22476.91
1,18000,10.49,584.96,40000.0,17453.0,81.9,26.0,0.0,20102.03,-2102.029999999999
0,4000,18.84,146.31,21000.0,3541.0,26.0,12.0,9.0,2056.28,1943.7199999999998
1,7200,10.99,235.69,45000.0,3951.0,16.8,42.0,4.0,8002.51,-802.5100000000002
1,14400,10.49,467.97,128000.0,10828.0,50.2,43.0,5.0,15792.82,-1392.8199999999997
1,35000,9.99,833.0390000000002,115000.0,33636.0,79.0,34.0,6.0,26131.192000000003,8868.807999999997
1,17625,19.24,648.21,42000.0,24523.0,85.0,30.0,1.0,18769.92,-1144.9199999999983
1,10000,8.18,314.2,75000.0,8239.0,30.1,14.0,8.0,10745.91,-745.9099999999999
0,10000,11.53,329.91,64950.0,37066.0,29.1,10.0,2.0,1973.05,8026.95
1,20000,8.18,628.39,50000.0,23166.0,59.9,12.0,2.0,21972.86,-1972.8600000000006
1,10550,21.99,402.86,33000.0,6303.0,34.6,25.0,5.0,12369.38,-1819.3799999999992
1,16000,6.39,489.59,73500.0,37066.0,17.0,31.0,5.0,17193.65,-1193.6500000000015
1,18000,14.31,617.92,38000.0,4981.0,75.5,13.0,5.0,18964.76,-964.7599999999984
1,10000,6.68,307.31,128000.0,10515.0,58.1,37.0,8.0,10759.02,-759.0200000000004
0,12000,12.69,402.54,33000.0,18354.0,21.5,41.0,6.0,796.62,11203.38
1,20000,13.33,677.07,47000.0,7693.0,32.6,43.0,4.0,21186.04,-1186.0400000000009
1,8000,6.24,244.25,18432.0,8420.0,30.3,11.0,1.0,8518.14,-518.1399999999994
1,25000,7.26,774.91,128000.0,36961.0,85.0,15.0,1.0,26131.192000000003,-1131.1920000000027
1,10000,12.29,333.53,47000.0,10006.0,37.9,18.0,9.0,10511.46,-511.4599999999991
1,5500,12.29,183.45,63500.0,6662.0,19.0,16.0,9.0,6161.62,-661.6199999999999
1,12500,6.68,384.14,101000.0,37066.0,66.9,34.0,9.0,12737.54,-237.54000000000087
0,21000,7.89,657.0,128000.0,37066.0,85.0,18.0,1.0,2618.8,18381.2
1,16800,8.18,527.85,115000.0,16084.0,53.1,28.0,4.0,18132.14,-1332.1399999999994
1,23000,6.24,702.21,90000.0,37066.0,65.8,35.0,7.0,23870.96,-870.9599999999991
1,9000,13.99,307.56,40000.0,6817.0,55.0,7.0,3.0,10105.61,-1105.6100000000006
1,12500,6.39,382.49,45000.0,12588.0,32.1,26.0,1.0,13445.47,-945.4699999999993
1,10000,7.89,312.86,38000.0,5033.0,13.1,26.0,1.0,10488.9,-488.89999999999964
1,5000,7.26,154.99,67486.64,10517.0,33.5,25.0,4.0,5191.72,-191.72000000000025
1,35000,9.17,833.0390000000002,128000.0,37066.0,59.1,43.0,4.0,26131.192000000003,8868.807999999997
1,10000,13.99,341.73,44000.0,6236.0,43.6,12.0,6.0,10120.21,-120.20999999999913
1,17950,7.89,561.58,49000.0,16530.0,32.1,42.0,9.0,18593.52,-643.5200000000004
1,2400,15.61,83.92,68500.0,3372.0,34.4,28.0,9.0,2594.28,-194.2800000000002
1,8000,9.99,258.1,88000.0,15010.0,44.4,39.0,8.0,8725.09,-725.0900000000001
1,9200,12.88,309.46,50000.0,15844.0,78.0,24.0,8.0,9308.48,-108.47999999999956
1,35000,10.49,833.0390000000002,128000.0,37066.0,68.2,15.0,1.0,26131.192000000003,8868.807999999997
0,18900,16.55,669.62,45000.0,29777.0,66.0,19.0,3.0,7273.64,11626.36
1,20000,7.26,619.93,41500.0,9458.0,13.5,24.0,3.0,20772.82,-772.8199999999997
1,15000,9.99,483.94,64000.0,14642.0,62.6,10.0,3.0,16261.7,-1261.7000000000007
1,10000,6.24,305.31,49085.0,12742.0,66.7,43.0,0.0,10474.43,-474.4300000000003
0,22000,9.99,709.78,70000.0,29860.0,47.8,29.0,3.0,2155.16,19844.84
1,9000,11.44,296.53,43293.0,6826.0,75.8,18.0,2.0,10035.69,-1035.6900000000005
1,28000,6.24,833.0390000000002,128000.0,27412.0,55.8,43.0,0.0,26131.192000000003,1868.8079999999973
1,11000,8.18,345.62,36000.0,8165.0,85.0,15.0,0.0,11480.7,-480.7000000000007
0,10000,13.18,337.81,40000.0,5641.0,59.4,11.0,7.0,998.79,9001.21
0,12500,12.29,416.92,70000.0,7434.0,51.3,9.0,4.0,1233.69,11266.31
1,20000,9.17,637.58,128000.0,28968.0,77.4,30.0,2.0,20474.2,-474.2000000000007
1,9000,8.18,282.78,45000.0,7611.0,81.0,16.0,2.0,9222.75,-222.75
1,12000,7.89,375.43,80000.0,7451.0,9.9,25.0,6.0,12636.43,-636.4300000000003
0,21475,15.61,750.87,65000.0,2379.0,14.0,31.0,8.0,2984.86,18490.14
1,6200,8.19,194.83,45000.0,5943.0,79.2,22.0,2.0,6738.330003,-538.330003
1,12000,8.19,377.09,94000.0,21331.0,64.6,9.0,2.0,12806.36,-806.3600000000006
1,10000,13.99,341.73,36500.0,5784.0,20.8,20.0,6.0,10112.44,-112.44000000000051
1,14400,9.99,464.58,110000.0,20636.0,52.9,43.0,9.0,15494.83,-1094.83
1,4000,12.69,134.18,45000.0,7769.0,40.7,34.0,1.0,4218.98,-218.97999999999956
1,9600,13.99,328.06,54000.0,5477.0,20.1,43.0,9.0,10548.3,-948.2999999999993
1,18225,14.31,625.64,43560.0,23623.0,85.0,18.0,1.0,21758.79,-3533.790000000001
1,15000,6.89,462.41,55000.0,15900.0,27.2,22.0,2.0,15632.31,-632.3099999999995
1,6000,10.99,196.41,38000.0,4998.0,37.0,14.0,4.0,6657.500001,-657.5000010000003
1,20000,7.89,625.72,81000.0,7557.0,7.9,21.0,9.0,21233.1,-1233.0999999999985
1,5675,10.99,185.77,45700.0,37066.0,35.5,22.0,4.0,6321.49,-646.4899999999998
1,20000,12.99,673.79,120000.0,23686.0,62.5,13.0,3.0,22988.23,-2988.2299999999996
0,7000,7.26,216.98,78000.0,8071.0,21.6,39.0,9.0,428.31,6571.69
1,22400,13.33,758.31,128000.0,34693.0,46.0,43.0,9.0,23380.61,-980.6100000000006
1,15000,10.99,491.01,85000.0,27342.0,59.4,23.0,7.0,16018.99,-1018.9899999999998
1,20000,7.26,619.93,56000.0,13970.0,22.6,43.0,7.0,21140.08,-1140.0800000000017
1,25000,6.24,763.28,128000.0,18803.0,37.2,16.0,4.0,26131.192000000003,-1131.1920000000027
1,5300,6.39,162.18,55000.0,5539.0,37.9,23.0,9.0,5591.09,-291.09000000000015
1,4800,7.26,148.79,128000.0,1852.0,7.0,43.0,8.0,4994.73,-194.72999999999956
1,12000,5.32,361.38,105000.0,11851.0,38.7,21.0,3.0,12128.31,-128.3099999999995
1,3000,17.57,107.82,45000.0,2842.0,53.6,11.0,6.0,3504.04,-504.03999999999996
1,16800,16.99,598.89,42000.0,26084.0,85.0,9.0,3.0,18948.27,-2148.2700000000004
0,12000,8.18,377.04,70000.0,15494.0,71.7,23.0,3.0,4519.03,7480.97
1,16925,18.55,616.56,33864.0,12603.0,66.0,12.0,4.0,19867.28,-2942.279999999999
1,6600,7.89,206.49,40000.0,6738.0,56.1,29.0,1.0,6988.76,-388.7600000000002
1,5500,9.17,175.34,41000.0,6276.0,85.0,16.0,0.0,5992.72,-492.72000000000025
1,10800,9.17,344.3,54000.0,2288.0,8.8,29.0,3.0,11888.9,-1088.8999999999996
1,24000,5.32,722.76,128000.0,37066.0,53.8,43.0,7.0,24632.0,-632.0
0,11500,17.86,414.95,32000.0,9990.0,76.8,10.0,4.0,1670.48,9829.52
1,22000,9.17,701.34,50000.0,27336.0,69.9,22.0,3.0,23454.23,-1454.2299999999996
1,24000,5.32,722.76,80000.0,28390.0,38.1,22.0,0.0,24635.85,-635.8499999999985
1,10000,14.31,343.29,75000.0,5133.0,48.4,11.0,4.0,10071.55,-71.54999999999927
1,12000,6.24,366.37,105000.0,12469.0,30.6,35.0,1.0,12353.41,-353.40999999999985
1,12000,9.17,382.55,110000.0,37066.0,54.2,25.0,9.0,12957.18,-957.1800000000003
0,6000,13.99,205.04,38848.0,6873.0,38.2,29.0,9.0,2198.66,3801.34
1,11800,12.69,395.83,93000.0,11288.0,76.8,21.0,7.0,12664.98,-864.9799999999996
1,6500,13.99,222.13,46000.0,2776.0,21.9,13.0,5.0,7433.12,-933.1199999999999
1,8000,7.49,248.82,80000.0,6787.0,45.2,6.0,4.0,8796.98,-796.9799999999996
1,20000,9.17,637.58,45900.0,22832.0,39.2,43.0,6.0,21837.58,-1837.5800000000017
0,20000,13.99,683.46,48000.0,15050.0,71.0,28.0,5.0,6123.3,13876.7
0,4200,14.85,145.29,14000.0,2923.0,22.5,16.0,8.0,753.21,3446.79
1,14400,8.18,452.45,61466.0,12373.0,45.3,43.0,6.0,15283.92,-883.9200000000001
1,13200,7.89,412.98,60000.0,7974.0,26.8,14.0,2.0,14380.1,-1180.1000000000004
1,20000,9.99,645.25,50000.0,19473.0,31.2,33.0,7.0,20817.75,-817.75
1,16200,6.03,493.06,60000.0,10997.0,32.4,43.0,4.0,17322.79,-1122.7900000000009
1,5000,11.44,164.74,39750.0,7317.0,58.5,24.0,1.0,5091.1,-91.10000000000036
1,9000,12.39,300.61,45000.0,8168.0,72.9,10.0,0.0,10175.46,-1175.4599999999991
1,6500,12.29,216.8,70200.0,16829.0,59.7,21.0,3.0,7105.25,-605.25
1,28000,6.89,833.0390000000002,125000.0,37066.0,55.7,24.0,2.0,26131.192000000003,1868.8079999999973
1,13500,9.17,430.37,60000.0,4255.0,12.1,37.0,9.0,14663.59,-1163.5900000000001
1,8000,7.26,247.97,63000.0,3378.0,36.7,20.0,1.0,8491.63,-491.6299999999992
1,2400,15.61,83.92,36000.0,752.0,4.4,11.0,9.0,2841.030001,-441.0300010000001
1,10000,11.99,332.1,52000.0,11371.0,79.5,11.0,2.0,11482.0,-1482.0
1,8000,14.65,275.96,37000.0,9227.0,81.7,30.0,8.0,8195.98,-195.97999999999956
1,5000,17.57,179.69,25000.0,10209.0,85.0,15.0,8.0,5577.89,-577.8900000000003
1,11000,12.59,368.47,65000.0,3956.0,24.0,21.0,5.0,12174.22,-1174.2199999999993
1,12000,7.26,371.96,73000.0,13603.0,29.3,43.0,9.0,12711.41,-711.4099999999999
0,25000,14.99,833.0390000000002,60000.0,17827.0,71.9,27.0,5.0,13009.71,11990.29
1,22000,6.24,671.68,95000.0,9703.0,25.6,20.0,3.0,22425.77,-425.77000000000044
1,6000,5.32,180.69,128000.0,6491.0,85.0,23.0,3.0,6352.64,-352.6400000000003
1,21000,6.89,647.37,54000.0,15463.0,45.6,15.0,6.0,21358.1,-358.09999999999854
0,8175,17.86,294.98,19500.0,12638.0,76.6,10.0,3.0,1754.7,6420.3
1,12000,6.89,369.93,65000.0,14683.0,55.2,23.0,7.0,12627.6,-627.6000000000004
1,10000,9.99,322.63,55000.0,4916.0,34.1,13.0,4.0,10093.82,-93.81999999999971
1,23050,13.33,780.32,55000.0,34647.0,85.0,18.0,3.0,26131.192000000003,-3081.1920000000027
1,6000,8.67,189.88,30000.0,7685.0,69.2,18.0,4.0,6683.4,-683.3999999999996
1,30000,9.17,833.0390000000002,128000.0,24588.0,85.0,43.0,9.0,26131.192000000003,3868.8079999999973
0,5000,8.18,157.1,30000.0,13183.0,80.4,23.0,3.0,2106.26,2893.74
1,14500,6.24,442.7,56700.0,11302.0,62.8,19.0,3.0,15334.93,-834.9300000000003
0,25000,7.89,782.15,105000.0,23787.0,42.3,43.0,9.0,9433.5,15566.5
1,7000,9.49,224.2,45000.0,6140.0,72.2,32.0,7.0,7163.75,-163.75
0,5825,17.86,210.18,52000.0,29097.0,51.0,33.0,9.0,1261.07,4563.93
1,10000,12.05,332.39,59000.0,13499.0,48.2,16.0,3.0,10126.72,-126.71999999999935
1,14400,10.49,467.97,115000.0,15565.0,32.7,43.0,9.0,16305.8,-1905.7999999999993
1,15000,16.55,531.44,61500.0,15120.0,46.0,16.0,6.0,15893.76,-893.7600000000002
1,6000,16.55,212.58,75000.0,17937.0,58.0,43.0,9.0,6887.420001,-887.4200010000004
1,4000,7.89,125.15,55000.0,8828.0,53.2,26.0,4.0,4175.05,-175.05000000000018
1,26000,14.65,833.0390000000002,65000.0,21204.0,63.3,37.0,9.0,26131.192000000003,-131.19200000000274
1,8000,11.44,263.58,69000.0,9637.0,63.4,15.0,3.0,8120.85,-120.85000000000036
1,15000,13.67,510.27,55600.0,6468.0,18.7,18.0,8.0,16390.08,-1390.0800000000017
